name,url,source,functions,application,notes,model,prompt_tokens,completion_tokens
,https://materialdistrict.com/material/papiertile/,recycled paper,create-surface; provide-durability; ensure-waterproofing,wall covering or continuous flooring,Used external knowledge about the properties and applications of composite materials.,gpt-4o-mini,727,66
,https://materialdistrict.com/material/paptic-paper/,wood fibre,replace-plastic; biodegradable-material; recyclable-material; heat-sealable; stretchable-material,biodegradable carrier bags,External knowledge about biodegradable materials and packaging applications was used.,gpt-4o-mini,814,76
,https://materialdistrict.com/material/paraglass/,E-Glass,bonded-layers; impregnated-resin; compressed-rebound; mechanically-strong; chemically-resistant,sandwich structures for marine vessels,External knowledge used to specify application based on industry relevance.,gpt-4o-mini,819,81
,https://materialdistrict.com/material/parallel/,merino wool,provide warmth; offer softness; resist fire; resist UV; resist weather,3D jacquard textile for apparel,External knowledge on textile applications was used.,gpt-4o-mini,687,73
,https://materialdistrict.com/material/parapan/,acrylic,provide durability; resist moisture; enable thermoforming; allow machining,high gloss kitchen cabinetry,The application was inferred from the material's suitability for kitchens and its properties.,gpt-4o-mini,720,70
,https://materialdistrict.com/material/parchment/,Parchment,preserve-manuscripts; enhance-interior; treat-skins,restoration of historical documents,External knowledge about the use of parchment in document restoration was applied.,gpt-4o-mini,800,69
,https://materialdistrict.com/material/pattern-design/,wood-grain veneer,create pattern; provide finish; fill kerf,laser-cut decorative wall panels,The application is derived from the description of using laser-cut patterns for wall panels and doors.,gpt-4o-mini,861,69
,https://materialdistrict.com/material/pattern/,carbon negative yarn,provide-noun; interpret-noun; form-noun,structured carpet tiles for workspaces,External knowledge about carpet tiles and their use in workspaces was applied.,gpt-4o-mini,716,67
,https://materialdistrict.com/material/patterned-aluminium-and-stainless-steel/,aluminium,provide-aesthetic finishes; eliminate-defects; hide-damage; reduce-friction; increase-strength,cladding systems for buildings,External knowledge about the use of patterned metals in construction was used.,gpt-4o-mini,982,77
,https://materialdistrict.com/material/peanut-shell-board/,peanut shells,reduce CO2 emissions; resist moisture; resist flame,biocomposite particle board for interior walls,External knowledge about biocomposite applications was used.,gpt-4o-mini,798,66
,https://materialdistrict.com/material/pearl-perfect/,resin,optimize-resin flow; minimize-surface blemishes; increase-colour intensity,high-quality flooring with white effects,External knowledge about flooring applications was used.,gpt-4o-mini,804,66
,https://materialdistrict.com/material/pearlescent-blue-glazes/,glazes,create-tiles; enhance-experience; design-geometry,public space tiles for urban environments,External knowledge about tiles and urban design was used.,gpt-4o-mini,833,63
,https://materialdistrict.com/material/pearlnera/,glass,enhance-optical appearance; create-transparency; provide-smooth surface; evoke-associations,kitchen countertops and bathroom surfaces,External knowledge about countertops and sanitary facilities was used.,gpt-4o-mini,841,71
,https://materialdistrict.com/material/peat-acoustic-panel/,Peat,absorb-sound energy; improve-room acoustics,acoustic panel for wall and ceiling,External knowledge about acoustic panels was used to specify the application.,gpt-4o-mini,807,63
,https://materialdistrict.com/material/pebble-mosaic-black-sumatra/,natural stones,create-surface; provide-aesthetic; suit-light-curved-surfaces,seamless floor or wall covering,The application is derived from the description of the pebble mosaic's use in creating seamless surfaces.,gpt-4o-mini,766,76
,https://materialdistrict.com/material/pebble-mosaic-mix-flat/,natural stones,create seamless surface; provide natural look; suit light curved surfaces,decorative wall or floor covering,External knowledge used to specify application as a decorative covering.,gpt-4o-mini,768,65
,https://materialdistrict.com/material/pebbles/,wool,provide comfort; offer durability; enhance decor,deep-piled domestic carpet,External knowledge about wool carpets was used to define the application.,gpt-4o-mini,739,61
,https://materialdistrict.com/material/peelsphere/,fruit waste,reduce carbon footprint; design for circularity; create biodegradable sheets,vegan leather alternative for fashion accessories,External knowledge on vegan leather applications was used.,gpt-4o-mini,779,63
,https://materialdistrict.com/material/perch-leather/,fish skin,provide durability; offer flexibility; allow customization; exhibit glossiness,handcrafted leather goods,External knowledge about leather applications was used.,gpt-4o-mini,818,62
,https://materialdistrict.com/material/perclax/,PMMA,provide optical clarity; resist atmospheric agents; protect against UV,facade panels for buildings,External knowledge about PMMA applications in architecture was used.,gpt-4o-mini,754,63
,https://materialdistrict.com/material/perforated-facade-systems/,wood-based boards,create patterns; provide ventilation; support structures,back-ventilated facade systems,External knowledge used to define the application as a specific engineered use-case.,gpt-4o-mini,832,65
,https://materialdistrict.com/material/perforated-metal/,metal,provide-lightweight; offer-strength; create-transparency; enable-reflection,wall and façade cladding system,External knowledge about perforated metal applications was used.,gpt-4o-mini,726,66
,https://materialdistrict.com/material/perforated-wood/,wood veneer,create designs; vary size; provide privacy; illuminate patterns,light shade with decorative patterns,External knowledge about the use of perforated wood for lighting was used.,gpt-4o-mini,721,68
,https://materialdistrict.com/material/perlrochenleder/,stingray leather,provide durability; offer abrasion-resistance; enhance aesthetic appeal; increase rigidity,high-end fashion accessories,External knowledge about the use of leather in fashion was used.,gpt-4o-mini,795,69
,https://materialdistrict.com/material/perltec-colibri/,cotton,transform-noun; combine-noun; press-noun; cut-noun; create-noun,decorative glass panels with custom designs,External knowledge about glass composite technology was used.,gpt-4o-mini,960,74
,https://materialdistrict.com/material/perltec-cottone-superbo-cordoni/,cotton,transform-noun; combine-noun; cut-noun; slice-noun,decorative glass panels,The application is derived from the description of the product as decorative sheets combined with glass.,gpt-4o-mini,910,73
,https://materialdistrict.com/material/permali/,laminated wood,provide insulation; offer stability; resist water; support mechanical strength,insulating flooring for electrical installations,The application was inferred from the material's properties and mentioned uses.,gpt-4o-mini,782,70
,https://materialdistrict.com/material/persiskin-persimmon-leather/,persimmon waste,create-textile; emboss-material; print-material,vegan leather for fashion accessories,External knowledge about vegan leather applications was used.,gpt-4o-mini,819,62
,https://materialdistrict.com/material/perspective-tiles/,concrete,create-tile; enhance-perception; cover-wall,3D decorative wall tiles for indoor and outdoor use,External knowledge about concrete tiles and their applications was used.,gpt-4o-mini,904,67
,https://materialdistrict.com/material/perspex-coral/,acrylic glass,block-UV light; alter-colour; resist-damage; reduce-optical distortion,outdoor fencing panels,External knowledge about acrylic applications was used.,gpt-4o-mini,916,69
,https://materialdistrict.com/material/perspex-fluorescent/,acrylic,provide-non-glare; offer-fluorescent-edge; enable-cutting; enhance-aesthetics,in-store point of sale displays,External knowledge about POS displays was used to determine the specific application.,gpt-4o-mini,956,79
