u,v,weight,edge_type
enhance design flexibility,bicycle frame,1.0,cooccurrence
enhance design flexibility,adapt-to design styles,0.6345903277397156,semantic
enhance design flexibility,allow design versatility,0.7738389372825623,semantic
enhance design flexibility,create-flexibility,0.7361780405044556,semantic
enhance design flexibility,develop-flexible,0.6762649416923523,semantic
enhance design flexibility,enable-design-possibilities,0.6573023796081543,semantic
enhance design flexibility,providing flexibility,0.7241172194480896,semantic
enhance design flexibility,allowing flexibility,0.7070996761322021,semantic
enhance design flexibility,enhance-design scheme,0.6265227794647217,semantic
adapt-cross-sections,prefabricated building facade panels,1.0,cooccurrence
adapt-cross-sections,adapt-shape,0.64500492811203,semantic
mix-reflective capacity,acoustic wall panels,1.0,cooccurrence
add luxurious touch,decorative surfaces and fixtures,1.0,cooccurrence
add luxurious touch,create luxurious look,0.7087380290031433,semantic
add luxurious touch,create-luxurious design,0.6959987878799438,semantic
add luxurious touch,provide luxurious finish,0.6605039238929749,semantic
add luxurious touch,offer soft touch,0.6505551934242249,semantic
add luxurious touch,provide-soft touch,0.6395285725593567,semantic
reinforced-fibreglass,facade cladding and floor covering,1.0,cooccurrence
reinforced-fibreglass,bind-fiberglass,0.6643460392951965,semantic
reinforced-fibreglass,reinforce-fibreglass,0.819135308265686,semantic
reinforced-fibreglass,replace-fibreglass,0.6986332535743713,semantic
provide wall,vertical or horizontal wall system,1.0,cooccurrence
provide wall,create wall,0.7476852536201477,semantic
provide wall,create-wallcovering,0.663593590259552,semantic
provide wall,forming-wall,0.6455190777778625,semantic
provide wall,mount-walls,0.6228944659233093,semantic
provide wall,provide wall covering,0.804384171962738,semantic
provide wall,provide wall coverings,0.7668278217315674,semantic
provide wall,provide wall finishing,0.6707084774971008,semantic
provide wall,create-wall covering,0.6398152112960815,semantic
provide wall,decorative wall,0.6387447118759155,semantic
fireproof-panel,boat bulkheads and furniture,1.0,cooccurrence
fireproof-panel,fire-resistant board,0.6315575242042542,semantic
fireproof-panel,fire-protection,0.6814682483673096,semantic
fireproof-panel,protect-panels,0.6765049695968628,semantic
maintain-rigid structure,heat-sealable packaging bags,1.0,cooccurrence
maintain-rigid structure,maintain structure,0.6889243721961975,semantic
maintain-rigid structure,provide-rigidity,0.6778549551963806,semantic
maintain-rigid structure,offer structural stability,0.6602495908737183,semantic
maintain-rigid structure,support structures,0.6484236121177673,semantic
infuse-acrylic polymer,kitchen countertops,1.0,cooccurrence
create lightweight structures,theatrical stage backdrops,1.0,cooccurrence
create lightweight structures,cast-lightweight-structure,0.7070286870002747,semantic
create lightweight structures,create lightweight structure,0.9709139466285706,semantic
create lightweight structures,provide lightweight materials,0.7227869629859924,semantic
create lightweight structures,offering-lightweight-structure,0.7176473140716553,semantic
create lightweight structures,enable-lightweight construction,0.7165654897689819,semantic
create lightweight structures,support lightweight design,0.706703245639801,semantic
create lightweight structures,manufacture-lightweight components,0.6851271986961365,semantic
create lightweight structures,create-lightweight panels,0.6761245131492615,semantic
create lightweight structures,lightweight-installation,0.6216124296188354,semantic
support circular product,biobased gel for wastewater treatment,1.0,cooccurrence
support circular product,build circularly,0.6284508109092712,semantic
support circular product,support circular,0.8778991103172302,semantic
support circular product,support-circular construction,0.787376880645752,semantic
support circular product,support-circularity,0.7850725054740906,semantic
support circular product,support-circular approach,0.7589045166969299,semantic
hot forming,automotive body panels,1.0,cooccurrence
hot forming,enable heat forming,0.6771417856216431,semantic
increase muscular efficiency,interior panels for spas and saunas,1.0,cooccurrence
achieve surface finishes,injection molded components for consumer products,1.0,cooccurrence
achieve surface finishes,injection moulded components for consumer products,1.0,cooccurrence
achieve surface finishes,achieve-surface finishes,0.9753862619400024,semantic
achieve surface finishes,enhance surface finish,0.8983857035636902,semantic
achieve surface finishes,create-smooth finish,0.7087420225143433,semantic
achieve surface finishes,apply-durable finishes,0.6936905980110168,semantic
achieve surface finishes,create finishes,0.6628828048706055,semantic
achieve surface finishes,finish-sanding,0.6772803068161011,semantic
achieve surface finishes,make-surfaces easier to clean,0.6288688778877258,semantic
achieve surface finishes,offer glossy finish,0.6757494211196899,semantic
achieve surface finishes,provide durable finish,0.6770806312561035,semantic
achieve surface finishes,provide wall finishing,0.652644693851471,semantic
dry opaque,sustainable interior wall coating,1.0,cooccurrence
dry opaque,absorb-wetness,0.634983479976654,semantic
finished product,kitchen and bathroom surfaces,1.0,cooccurrence
capture-objects,decorative wall panels for interior design,1.0,cooccurrence
capture-objects,capture-imagination,0.6345514059066772,semantic
capture-objects,capture-noun,0.7212684154510498,semantic
capture-objects,capture-properties,0.6700571775436401,semantic
packaging electronic devices,packaging for electronic components,1.0,cooccurrence
packaging electronic devices,assemble-packaging,0.6534797549247742,semantic
packaging electronic devices,provide packaging,0.6977347731590271,semantic
packaging electronic devices,protect-packaging,0.6741360425949097,semantic
packaging electronic devices,provide sustainable packaging,0.6315928101539612,semantic
resist-water,sound absorbing ceiling panels,1.0,cooccurrence
resist-water,acoustical ceiling and wall panels,1.0,cooccurrence
resist-water,exterior wall panels,1.0,cooccurrence
resist-water,custom outdoor flooring for terraces and swimming pools,1.0,cooccurrence
resist-water,exterior wall plaster for mineral surfaces,1.0,cooccurrence
resist-water,facade cladding and floor covering,1.0,cooccurrence
resist-water,woven wall coverings,1.0,cooccurrence
resist-water,coloured façade behind glass,1.0,cooccurrence
resist-water,decorative wall and floor tiles,1.0,cooccurrence
resist-water,decorative wall panels,1.0,cooccurrence
resist-water,coated indoor and outdoor surfaces,1.0,cooccurrence
resist-water,maintain-water resistance,0.7255746722221375,semantic
resist-water,offer water resistance,0.7732912302017212,semantic
resist-water,resist acid,0.6276815533638,semantic
resist-water,resist water,0.9456827044487,semantic
resist-water,resist water and detergents,0.6739470958709717,semantic
resist-water,resist-moisture,0.7110149264335632,semantic
resist-water,resist-noun,0.6782639026641846,semantic
resist-water,resist-oil,0.6724334359169006,semantic
protect fibres,architectural fabric structures,1.0,cooccurrence
protect fibres,adhere-to-fibers,0.6317387223243713,semantic
replace-leather,biodegradable plant pots,1.0,cooccurrence
replace-leather,sustainable fashion accessories,1.0,cooccurrence
replace-leather,customise-leather-like,0.7423005700111389,semantic
replace-leather,gluing leather,0.6769484877586365,semantic
replace-leather,manufacturing-leather,0.7434675693511963,semantic
replace-leather,mimic-leather,0.6650750637054443,semantic
replace-leather,produce-leather,0.669890284538269,semantic
replace-leather,producing-leather,0.7011799216270447,semantic
replace-leather,replace-material,0.6906497478485107,semantic
replace-leather,dyeing-leather,0.6781980395317078,semantic
replace-leather,resemble-animal leather,0.6515812873840332,semantic
replace-leather,reuse-leather belts,0.6543692946434021,semantic
replace-leather,serve-as-leather-alternative,0.6480773091316223,semantic
stabilize uv exposure,stage and façade covers,1.0,cooccurrence
stabilize uv exposure,ensure uv protection,0.6741305589675903,semantic
stabilize uv exposure,uv-blocking,0.6636025905609131,semantic
stabilize uv exposure,protect against uv rays,0.6453989148139954,semantic
stabilize uv exposure,resist-uv exposure,0.636551558971405,semantic
stabilize uv exposure,anti-uv,0.6232646107673645,semantic
absorb-light,flexible solar panels for various surfaces,1.0,cooccurrence
absorb-light,absorb energy,0.6890755891799927,semantic
absorb-light,absorb-colour,0.7808625102043152,semantic
absorb-light,absorb-energy,0.7413970232009888,semantic
absorb-light,absorb-heat,0.6988679766654968,semantic
absorb-light,absorb-absorbents,0.7259110808372498,semantic
absorb-light,absorb-liquid,0.675936758518219,semantic
absorb-light,filter-light,0.6422147750854492,semantic
absorb-light,scatter-light,0.6254468560218811,semantic
create-sustainable products,upholstery fabric for indoor furniture,1.0,cooccurrence
create-sustainable products,create-eco-friendly products,0.8030292987823486,semantic
create-sustainable products,create-non waste products,0.6983827352523804,semantic
create-sustainable products,creating-sustainable solutions,0.7491713166236877,semantic
create-sustainable products,create products,0.6963898539543152,semantic
create-sustainable products,manufacture-products,0.6887962222099304,semantic
create-sustainable products,create sustainable alternative,0.6880635619163513,semantic
create-sustainable products,promote-sustainable material,0.6809788942337036,semantic
create-sustainable products,process-new products,0.6368206143379211,semantic
create-sustainable products,provide sustainable packaging,0.6595816016197205,semantic
create-sustainable products,sustain-eco-quality,0.6263148784637451,semantic
combine-knitted fabric,textured wall hangings for sensory environments,1.0,cooccurrence
combine-knitted fabric,knit-fabric,0.8151851296424866,semantic
combine-knitted fabric,combine-yarns,0.7648852467536926,semantic
combine-knitted fabric,combining-material,0.6605477333068848,semantic
combine-knitted fabric,weave-fabric,0.6567906141281128,semantic
combine-knitted fabric,create fabric,0.648999035358429,semantic
combine-knitted fabric,sew fabric,0.6464256048202515,semantic
combine-knitted fabric,woven-fabric,0.6407421231269836,semantic
design-noun,eco-friendly wall tiles,1.0,cooccurrence
design-noun,decorative building facade,1.0,cooccurrence
design-noun,flexible upholstery for furniture,1.0,cooccurrence
design-noun,glass partition system with wooden frame,1.0,cooccurrence
design-noun,build-noun,0.6432949900627136,semantic
design-noun,create-designs,0.6977487802505493,semantic
design-noun,create-novel designs,0.6244059205055237,semantic
design-noun,develop-design concepts,0.6223915219306946,semantic
create new products,new carpet from recycled yarn,1.0,cooccurrence
create new products,create interactive products,0.6766545176506042,semantic
create new products,create products,0.9392291903495789,semantic
create new products,creating-product,0.8371426463127136,semantic
create new products,process-new products,0.8096797466278076,semantic
create new products,create unique products,0.7788518667221069,semantic
create new products,create-novel product,0.7608662843704224,semantic
create new products,create-customised-products,0.7596900463104248,semantic
create new products,create-eco-friendly products,0.6752364635467529,semantic
glow-in-the-dark,waterproof breathable sportswear,1.0,cooccurrence
glow-in-the-dark,glow persistently,0.7710514664649963,semantic
