node,label,category
build-displays,build-displays,function
provide-uniqueness,provide-uniqueness,function
provide custom look,provide custom look,function
create-quiet-space,create-quiet-space,function
transform-emulsion,transform-emulsion,function
offering-lightweight-structure,offering-lightweight-structure,function
designing-home,designing-home,function
sand-surface imperfections,sand-surface imperfections,function
apply seamlessly,apply seamlessly,function
deform predictably,deform predictably,function
achieve cloudy appearance,achieve cloudy appearance,function
absorb energy,absorb energy,function
offer insulation,offer insulation,function
enhance-aesthetic qualities,enhance-aesthetic qualities,function
insulate against cold,insulate against cold,function
withstand temperature variation,withstand temperature variation,function
empower-workers,empower-workers,function
used-lamp shades,used-lamp shades,function
support excellent ink adhesion,support excellent ink adhesion,function
change color,change color,function
provide decorative,provide decorative,function
convert-light,convert-light,function
mount-walls,mount-walls,function
resist mechanical loads,resist mechanical loads,function
verify-offline-online,verify-offline-online,function
offer fire rating,offer fire rating,function
bond-worktops,bond-worktops,function
support-flexibility,support-flexibility,function
simulate grass,simulate grass,function
withstand-temperature,withstand-temperature,function
increase-tinting strength,increase-tinting strength,function
filter-performance,filter-performance,function
record-production,record-production,function
compress-form,compress-form,function
allow-cutting,allow-cutting,function
tanning-vegetable,tanning-vegetable,function
bond-bio-based-materials,bond-bio-based-materials,function
design-furniture,design-furniture,function
mixing-particles,mixing-particles,function
create-textures,create-textures,function
store-thermal energy,store-thermal energy,function
define space,define space,function
provide-rock-like appearance,provide-rock-like appearance,function
offer-excellent pliability,offer-excellent pliability,function
allow cost effective installation,allow cost effective installation,function
relieve irritability,relieve irritability,function
impregnate-chemical,impregnate-chemical,function
allow-printing,allow-printing,function
ensure flame retardancy,ensure flame retardancy,function
creating patterns,creating patterns,function
support graphic reproduction,support graphic reproduction,function
retaining-quality,retaining-quality,function
permit cutting,permit cutting,function
create wall,create wall,function
balance-blood sugar,balance-blood sugar,function
enhance style,enhance style,function
offer-mechanical-resistance,offer-mechanical-resistance,function
create furniture,create furniture,function
emit light,emit light,function
enable flexible installation,enable flexible installation,function
reduce signal loss,reduce signal loss,function
create-stretchy fabric,create-stretchy fabric,function
create-structured-wall,create-structured-wall,function
prevent contamination,prevent contamination,function
reduce-construction costs,reduce-construction costs,function
resist stains,resist stains,function
apply-colour and texture,apply-colour and texture,function
providing-architectural textile alternative,providing-architectural textile alternative,function
recycle-noun,recycle-noun,function
rethink-usage,rethink-usage,function
improve-mechanical properties,improve-mechanical properties,function
reduces pollutants,reduces pollutants,function
expand biomaterials,expand biomaterials,function
enhance-aesthetic appearance,enhance-aesthetic appearance,function
dyeing-wool,dyeing-wool,function
provide decoration,provide decoration,function
enhance interior aesthetics,enhance interior aesthetics,function
burn-waste,burn-waste,function
present images,present images,function
provide-resistance against dirt,provide-resistance against dirt,function
purify air,purify air,function
improve-insulation values,improve-insulation values,function
adhere-to porous materials,adhere-to porous materials,function
promote skin regeneration,promote skin regeneration,function
provide resistance,provide resistance,function
reduce-thermal-conduction,reduce-thermal-conduction,function
enable-reuse,enable-reuse,function
reduce air-borne sound,reduce air-borne sound,function
create-colour effects,create-colour effects,function
broaden-design applications,broaden-design applications,function
offer-solution,offer-solution,function
enable-on-demand printing,enable-on-demand printing,function
process-verb,process-verb,function
achieves strength,achieves strength,function
adapt-product,adapt-product,function
conduct sound waves,conduct sound waves,function
create-paper,create-paper,function
resisting fire,resisting fire,function
provide-decorative solution,provide-decorative solution,function
provide-aesthetic,provide-aesthetic,function
shape-material,shape-material,function
supporting-crops,supporting-crops,function
control-humidity,control-humidity,function
improve wellbeing,improve wellbeing,function
produce-garment,produce-garment,function
allow-easy cleaning,allow-easy cleaning,function
cuts-sands-routes-finishes,cuts-sands-routes-finishes,function
resemble-animal leather,resemble-animal leather,function
protect-soil,protect-soil,function
allow custom sizing,allow custom sizing,function
fray-resist,fray-resist,function
increased mechanical resistance,increased mechanical resistance,function
apply to surfaces,apply to surfaces,function
print-noun,print-noun,function
produce-variations,produce-variations,function
process-new products,process-new products,function
ensure-eco-friendliness,ensure-eco-friendliness,function
design-three-dimensions,design-three-dimensions,function
colour variation,colour variation,function
reduce-oil-use,reduce-oil-use,function
reduce panel weight,reduce panel weight,function
ensure-sustainability,ensure-sustainability,function
